n_tib_h	n_tib_l	prop_tib_h	prop_tib_l	t_0.6_r_tib	count_0.6_r_tib	linear_0.6_r_tib	prop_confidence_tib
57	114	0.3333333333333333	0.6666666666666666	0.3544923582779773	-44.049994716965685	-0.1515066832594425	0.976878612716763
