tst_170_length	tst_170_alt_length	tst_170_r	tst_170_alt_r	n_tmb_h	n_tmb_l	prop_tmb_h	prop_tmb_l	t_0.6_r_tmb	count_0.6_r_tmb	linear_0.6_r_tmb	ectmb_0.6_r_tmb	prop_confidence_tmb
0.39743	0.376092	0.7441364633166564	0.8452331099594267	47	124	0.27485380116959063	0.7251461988304093	0.8532376317902881	-35.95764396415497	0.6429921844615427	0.6695160493408303	0.9364161849710982
