Hugo_Symbol
COL11A1
ERICH3
LHX8
LRRC7
NTNG1
PLPPR4
ST6GALNAC3
APCS
ASTN1
BRINP3
CD1A
CD1E
CD5L
FCRL1
LCE1B
LCE1F
LCE2B
LCE2C
LCE2D
LCE3D
MNDA
OR10J3
OR10K2
OR10X1
OR10Z1
OR6K2
OR6K3
OR6K6
OR6N2
OR6Y1
PAPPA2
PYHIN1
S100A7
SPTA1
TNN
TNR
GCSAML
NLRP3
OR11L1
OR14A16
OR14C36
OR1C1
OR2AK2
OR2B11
OR2C3
OR2G2
OR2G3
OR2G6
OR2L13
OR2L2
OR2L3
OR2L8
OR2M2
OR2M3
OR2M4
OR2M5
OR2M7
OR2T1
OR2T10
OR2T11
OR2T12
OR2T27
OR2T3
OR2T33
OR2T34
OR2T4
OR2T6
OR2T8
OR2W3
OR6F1
RGS7
RYR2
SLC39A12
TRIM58
ZP4
MBL2
PCDH15
PTEN
LRRC4C
SORCS1
OR10AG1
OR10Q1
OR4A15
OR4A16
OR4A5
OR4C11
OR4C12
OR4C13
OR4C15
OR4C16
OR4C46
OR4C6
OR4D11
OR4S2
OR5AS1
OR5B12
OR5D13
OR5D14
OR5D16
OR5D18
OR5F1
OR5J2
OR5L1
OR5L2
OR5M9
OR5T1
OR5T2
OR5T3
OR5W2
OR8H1
OR8H2
OR8H3
OR8I2
OR8J3
OR8K3
OR8K5
OR9G1
TRIM48
TRIM51
NTM
OR10G8
OR4D5
OR6T1
OR8G5
KRAS
MYF5
NAV3
TUBA3C
CTSG
FSCB
KLHL1
LRFN5
MDGA2
OR4K1
OR4K2
OR4K5
OR4L1
OR4M1
OR4N2
OR4N5
OR4Q3
POTEG
RPL10L
SLITRK1
MKRN3
NPAP1
OR4M2
OR4N4
CDH8
TP53
CA10
CCL7
KCNJ12
KIF2B
CETN1
POTEC
RIT2
CBLN2
KEAP1
NETO1
SERPINB4
STK11
ZNF208
ZNF676
DPRX
KLK15
NLRP12
PSG2
PSG8
TSHZ3
ZNF536
FSHR
LRRTM4
NRXN1
SLC8A1
USP29
ZIM3
ZSCAN1
CNTNAP5
CTNNA2
DPP10
GALNT13
GCG
KCNJ3
LRP1B
LRRTM1
MARCO
REG1A
REG1B
REG3A
REG3G
ST6GAL2
CPS1
NFE2L2
CBLN4
DEFB115
ZNF804A
MC3R
PDYN
CCT8L2
CYYR1
KRTAP11-1
KRTAP13-3
KRTAP13-4
KRTAP15-1
KRTAP19-3
KRTAP19-4
KRTAP19-5
KRTAP19-6
KRTAP19-7
KRTAP20-2
KRTAP21-1
KRTAP21-2
KRTAP6-1
KRTAP6-2
KRTAP6-3
KRTAP8-1
POTEH
TMPRSS15
TPTE
ZNF385D
EPHA3
OR5H14
OR5K4
PRR23A
TRAT1
BCHE
ZNF80
LDB2
PIK3CA
PYDC2
RTP2
SI
SLITRK3
COX7B2
ZIC1
ZIC4
EPHA5
GABRA2
GABRG1
GRXCR1
PCDH10
PDHA2
ADAMTS12
ASB5
SMR3A
TECRL
CDH10
CDH12
CDH18
CDH6
CDH9
CTNND2
EDIL3
FBXL7
FSTL5
GPM6A
HAPLN1
HCN1
HTR1A
IL7R
MROH2B
PLCXD3
PRDM9
TAS2R1
TKTL2
TRIML1
ZFP42
DUSP22
FAM71B
FTMT
GABRA1
GABRA6
GABRG2
KCNMB1
PCDHB12
PCDHB7
PCDHB8
SGCD
CRISP2
TIMD4
DEFB110
DEFB112
PGK2
ADGRB3
BCLAF1
CLVS2
TFAP2D
FHL5
GFRAL
HTR1E
MYCT1
PLN
AGMO
TAAR6
TMEM200A
VIP
CALCR
CALN1
EGFR
FERD3L
GALNT17
GPR141
HGF
POM121L12
TEX47
VSTM2A
ZNF479
ZNF679
ZNF716
CHRM2
CNTNAP2
ZNF804B
GRM8
HTR5A
OR2A12
OR2A25
OR2A5
OR2F2
OR9A2
PRSS1
TAS2R41
CLVS1
CNBD1
CSMD3
DCAF4L2
DCSTAMP
MMP16
PI15
PPDPFL
PXDNL
RSPO2
RUNX1T1
SGCZ
SNTG1
TRPA1
CDKN2A
COL22A1
CYP11B1
FAM135B
UNC5D
ZFHX4
OC90
FTHL17
MAGEB2
MAGEB4
MAGEB6
NLGN4X
OR13C8
TLR4
CDX4
DACH2
DCX
FAM47A
FAM47B
FAM47C
KLHL4
P2RY10
PABPC5
PCDH11X
ACTRT1
CT47B1
DCAF12L1
DCAF12L2
TGIF2LX
MAGEA6
MAGEC2
SLITRK2
SPANXN1
SPANXN2
