Hugo_Symbol
LYN
SH2D1A
EPCAM
EP300
HIST2H3C
EPAS1
SMAD2
SMAD3
SMAD4
EPHA3
EPHA5
EPHA7
FBXW7
EPHB1
NCOA3
ERBB2
ERBB3
ERBB4
ERCC2
BRIP1
ERCC3
AMER1
LZTR1
ERCC4
ABL1
ERCC5
ERF
ERG
ZRSR2
RBM10
KDM5C
ESR1
MAX
RPS6KB2
ETV1
ETV6
MCL1
IKZF1
ACVR1
RRAS
EZH1
ARID1A
MDM2
EZH2
MDM4
HIST3H3
RXRA
MAP3K1
AXIN1
AXIN2
BAP1
MEN1
FANCA
FANCC
MET
PARP1
FAT1
ARID1B
HIST1H3A
HIST1H3D
HIST1H3C
HIST1H3E
HIST1H3I
HIST1H3G
HIST1H3J
HIST1H3H
ZNRF3
HIST1H3B
ATXN7
FAM175A
SERPINB3
YAP1
SERPINB4
RPTOR
APLNR
MITF
ARID5B
MLH1
FGF3
KMT2A
FGF4
MLLT1
AKT1
AKT2
FGFR1
FGFR3
SPOP
ALB
FGFR2
FGFR4
MAD2L2
FH
ALK
HOXB13
ALOX12B
SDHA
RAD54L
SDHB
FOXF1
SDHC
SDHD
MPL
CARM1
CUL3
FOXO1
TRAF7
MRE11A
MAP2K4
RRAS2
FLT1
FLT3
FLT4
SRSF2
HIST2H3D
PPM1D
SCG5
KNSTRN
PIK3R3
APC
PHF6
SESN3
BIRC3
XIAP
MSH2
MSH3
MSI1
TMEM127
DIS3
AR
ARAF
PREX2
RHOA
MST1
MST1R
SETD2
MTAP
KBTBD4
BABAM1
CTCF
MTOR
DROSHA
PPP4R2
TP63
TET1
ANKRD11
SMARCA2
SMARCA4
CD274
SMARCB1
SMARCD1
FLCN
SOCS1
SMARCE1
FOXP1
ZFHX3
SMO
CARD11
IRS2
ATM
DOT1L
SUFU
SPEN
FYN
CMTR2
BBC3
PRDM14
STAG2
SLX4
MUTYH
GAB1
PDCD1LG2
SOS1
CD276
SOX2
MYC
MYCL
MYCN
SOX9
MYD88
PLK2
EED
AGO2
ATR
ATRX
RTEL1
CDK12
AXL
MYOD1
B2M
SRC
TNFRSF14
GATA1
GATA2
GATA3
BARD1
NBN
CCND1
BCL2
BCL2L1
BCL6
SESN1
CRLF2
CIC
INPP4B
STAT3
STAT5A
STAT5B
RRAGC
CXORF67
PRDM1
BLM
AURKA
STK11
MALT1
BMPR1A
NF1
STK19
FOXL2
BRCA1
BRAF
BRCA2
NF2
NFE2L2
GLI1
KLF5
FUBP1
BTK
NFKBIA
SYK
PNRC1
GNA11
BCL10
MEF2B
NKX3.1
GNAQ
GNAS
GNB1
PHOX2B
MGA
TAP1
TAP2
NOTCH1
NOTCH2
NOTCH3
NOTCH4
NPM1
HIST1H3F
TCEB1
ICOSLG
RAB35
TBX3
HNF1A
TCF3
TCF7L2
RPS6KA4
NRAS
CALR
NTHL1
SETD8
NTRK1
NTRK2
NTRK3
DDR2
GPS2
MAP3K14
SOX17
NSD1
RFWD2
CASP8
GRIN2A
ARHGAP35
RUNX1
CBFB
TEK
CBL
TERT
DICER1
PTPRT
GSK3B
CCND2
CCND3
CCNE1
RYBP
TGFBR1
TGFBR2
MSH6
USP8
DCUN1D1
LATS1
SF3B1
NKX2.1
BRD4
ERRFI1
HIST1H1C
CHEK2
PAK1
TMPRSS2
HIST1H2BD
H3F3A
CD79A
H3F3B
CD79B
PARK2
MAP3K13
PAX5
SUZ12
TNFAIP3
CDC42
CDH1
TOP1
TP53
TP53BP1
CDK4
AURKB
CDK6
CDK8
CDKN1A
CDKN1B
CDKN2A
CDKN2B
CDKN2C
HGF
ASXL1
PDCD1
TRAF2
CEBPA
HLA.A
CENPA
HLA.B
HLA.C
PDGFRA
PDGFRB
PDPK1
TSC1
TSC2
TSHR
CHEK1
FOXA1
KLF4
TRIP13
PGR
U2AF1
KMT2C
PIK3C2G
PIK3C3
PIK3CA
NEGR1
PIK3CB
PIM1
PIK3CD
PIK3CG
PIK3R1
PIK3R2
RECQL4
ETAA1
HRAS
PLCG2
KDM6A
SMYD3
PMAIP1
VEGFA
PMS1
VHL
MAPKAP1
DNAJB1
PMS2
WHSC1
POLD1
POLE
POT1
WT1
ID3
RICTOR
WWTR1
IDH1
XPO1
IDH2
XRCC2
PPARG
YES1
CREBBP
CRKL
IFNGR1
NCOR1
PPP2R1A
IGF1
IGF1R
IGF2
CSF1R
CSF3R
PPP6C
IKBKE
CTR9
MDC1
PRKAR1A
PRKCI
PRKD1
CTLA4
NUP93
SLFN11
MAPK1
CTNNB1
MAPK3
MAP2K1
MAP2K2
IL7R
IL10
CYLD
TET2
KMT2B
INHA
INHBA
INPP4A
CYP19A1
INPPL1
INSR
FAM46C
IRF4
DAXX
NUF2
IRS1
KEAP1
PTCH1
PTEN
BCOR
RNF43
GAB2
WHSC1L1
PTP4A1
MSI2
CSDE1
JAK1
JAK2
JAK3
SETDB1
JUN
PTPN11
PTPRD
SDHAF2
PTPRS
CXCR4
NADK
KDR
SESN2
CDC73
KIT
FGF19
MED12
PGBD5
RAC1
RAC2
DNMT1
DNMT3A
RAD21
DNMT3B
RAD51
RAD51C
RAD51B
RAD51D
KRAS
RAD52
RAF1
AKT3
CYSLTR2
RARA
H3F3C
RASA1
BCL2L11
SH2B3
RB1
KDM5A
DUSP4
PAK7
VTCN1
RECQL
REL
E2F3
UPF1
REST
RET
FAM58A
SHOC2
PALB2
RHEB
SHQ1
RAD50
RIT1
KMT2D
PBRM1
AGO1
LATS2
EGFR
LMO1
EIF1AX
ARID2
EIF4A2
EIF4E
ELF3
SPRED1
ROS1
ASXL2
GREM1
NEU1
SPRTN
STK40
