Hugo_Symbol
CSMD2
COL11A1
ERICH3
LRRC7
ASPM
ASTN1
BRINP3
CACNA1E
CRB1
FLG
FLG2
HRNR
PAPPA2
SPTA1
CUBN
TNN
TNR
FMN2
NLRP3
RYR2
PCDH15
SORCS1
FAT3
NAV3
NALCN
UNC79
HERC2
NPAP1
RYR3
DNAH3
UNC13C
DNAH9
MYH1
MYH2
MYH8
TP53
ASXL3
ZNF536
APOB
NRXN1
PEG3
CNTNAP5
CTNNA2
LRP1B
THSD7B
CPS1
DNAH7
LRP2
SPHKAP
XIRP2
ZNF804A
ZNF831
TPTE
SI
ADGRL3
ANK2
EPHA5
FAT4
PCDH10
ADAMTS12
CDH10
CDH18
CDH9
CTNND2
DNAH5
FAT1
HCN1
MROH2B
PRDM9
VCAN
FBN2
DNAH8
PKHD1
ADGRB3
LAMA2
DNAH11
CNTNAP2
CSMD1
ZNF804B
KMT2C
MUC17
PLXNA4
RELN
RP1L1
CSMD3
PKHD1L1
PXDNL
RIMS2
COL22A1
FAM135B
ZFHX4
PTPRD
TAF1L
TG
MXRA5
DMD
PCDH11X
ADGRG4
TENM1
